"","SUBJECT.NAME","Obesity.BMI","Obesity.BodyLength","Obesity.Date.Month","Obesity.Date.Year","Obesity.Date.Season","Obesity.Date.StudyStartSeconds","Obesity.Date.Hour","Obesity.Date.StudyDay","GENDER","Obesity.EndNormalBW","CoatColour","CageDensity","Litter","cage","Biochem.Albumin","Biochem.ALP","Biochem.ALT","Biochem.AST","Biochem.Calcium","Biochem.Chloride","Biochem.Creatinine","Biochem.Glucose","Biochem.HDL","Biochem.LDL","Biochem.Phosphorous","Biochem.Potassium","Biochem.Sodium","Biochem.Tot.Cholesterol","Biochem.Tot.Protein","Biochem.Triglycerides","Biochem.Urea","Biochem.EndNormalBW","Biochem.Date.StudyDay","Biochem.Date.Season","Biochem.Date.Month","Biochem.Date.Year","Biochem.Age"
"103","A048069514",-0.521738115650531,7.8,2,2003,"winter",1209600,0,15,"F",21.7,"chocolate",3,1,"6F",29.7,109,35,185,2.08,96,19,NA,1.86,0.36,2.77,NA,133,3.18,47.9,0.55,5.7,21.7,NA,NA,NA,NA,64
"104","A048070376",-0.396664814226783,6.9,3,2003,"spring",4233600,0,50,"F",20.3,"black",4,1,"11F",31.7,159,33,201,2.23,106,NA,13.86,1.59,0.47,2.57,NA,138,2.7,47.2,0.46,7.5,20.3,NA,NA,NA,NA,66
"105","A048071106",-0.330166778293642,7.5,3,2003,"spring",5443200,0,64,"M",33.7,"light.brown",5,4,"13C",30,118,30,201,2.16,102,23,8.16,NA,0.36,2.53,NA,137,3.23,49.5,0.51,9.8,33.7,102,"spring",5,2003,73
"106","A048071579",-0.525741238362966,7.9,4,2003,"spring",7862400,0,92,"F",21.1,"dark.brown",5,1,"17F",33.2,126,25,164,1.88,92,17,6.54,1.2,0.25,2.59,NA,121,2.89,52.6,0.18,9,21.1,124,"spring",5,2003,64
"107","A048072087",-0.53366880905375,8.1,3,2003,"spring",5443200,0,64,"F",21.2,"black",4,3,"13E",31,131,31,97,2.46,110,NA,13.95,1.6,0.28,1.93,7.4,145,2.12,45,0.68,9.6,21.2,NA,NA,NA,NA,75
"108","A048072266",-0.502477388458579,7.2,1,2003,"winter",-518400,0,-5,"M",18.1,"chocolate",6,1,"3E",24.6,129,21,87,2.15,99,23,13.66,1.41,0.36,2.57,7,131,2.07,42.4,0.62,7.5,18.1,NA,NA,NA,NA,63
"109","A048072521",-0.580100947366703,7.4,5,2003,"spring",9072000,0,106,"F",16.6,"chocolate",6,1,"19E",31.3,113,29,147,2.06,94,19,9.85,1.44,0.21,2.14,NA,126,2.44,49.6,0.29,8.6,16.6,138,"summer",6,2003,66
"110","A048072595",-0.515302875475779,7.7,4,2003,"spring",8467200,0,99,"F",17.3,"chocolate",4,1,"18G",30.5,122,30,147,1.99,98,20,12.34,1.02,0.3,3.19,NA,129,2.35,49.8,0.18,NA,17.3,131,"spring",5,2003,66
"111","A048073291",-0.359289799214893,7.3,4,2003,"spring",6652800,0,78,"M",25.2,"black",4,1,"15C",26.7,64,48,254,1.9,93,19,5.79,1.49,0.33,2.45,NA,127,2.94,47.9,0.6,5.8,25.2,116,"spring",5,2003,72
"112","A048073633",-0.554222874374166,7.5,2,2003,"winter",3024000,0,36,"F",18.8,"black",3,1,"9F",NA,211,36,NA,2.41,112,19,5.22,NA,NA,3.21,NA,148,NA,54,NA,5.9,18.8,NA,NA,NA,NA,66
"113","A048074553",-0.35701259246669,5.9,3,2003,"spring",6048000,0,71,"M",25.2,"chocolate",5,1,"14A",32,195,37,139,2.45,110,27,9.66,2.75,0.52,2.26,7.9,145,3.57,42.4,0.71,7.7,25.2,109,"spring",5,2003,70
"114","A048075265",-0.410526453071497,6.9,3,2003,"spring",5443200,0,64,"F",20,"black",4,3,"13E",32.4,162,18,115,2.33,113,NA,12.58,2.15,0.29,1.85,7.5,147,2.67,48.8,0.41,7.8,20,103,"spring",5,2003,75
"115","A048075614",-0.471576300542356,6.3,3,2003,"spring",4838400,0,57,"F",16.3,"chocolate",4,1,"12F",29,141,22,155,2.04,93,20,9.85,1.4,0.24,2.08,NA,126,2.39,43,0.35,8.6,16.3,NA,NA,NA,NA,75
"116","A048076630",-0.382226532946932,7.2,3,2003,"spring",6048000,0,71,"M",26.7,"black",4,3,"14D",28.9,118,33,89,2.4,115,25,5.36,2.52,0.56,2,6.8,151,3.4,43.4,0.69,7.3,26.7,109,"spring",5,2003,71
"117","A048076855",-0.481133052426762,7.3,5,2003,"spring",9676800,0,113,"F",17,"chocolate",6,4,"20F",26.3,161,27,103,2.04,99,17,12.02,1.55,0.26,2.1,NA,132,2.35,45.2,0.74,5.7,17,145,"summer",6,2003,68
"118","A048077032",-0.475107896469829,7.9,1,2003,"winter",604800,0,8,"M",27.3,"black",4,1,"5A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","A048078862",-0.495690821406301,7.1,3,2003,"spring",5443200,0,64,"F",18.7,"black",4,3,"13E",32.5,111,24,111,2.43,111,27,11.4,2.16,0.32,2,7.7,145,2.74,45.8,0.47,7.8,18.7,103,"spring",5,2003,75
"120","A048079075",-0.357757620112908,7,4,2003,"spring",6652800,0,78,"M",27.1,"black",4,1,"15A",24.5,93,62,312,1.8,96,22,6.41,1.17,0.32,NA,NA,126,2.35,44.4,0.4,8.6,27.1,116,"spring",5,2003,71
"121","A048079842",-0.522503811595707,8.1,1,2003,"winter",0,0,1,"M",19.5,"chocolate",2,1,"4D",24.7,145,24,142,2.1,106,20,12.4,1.31,0.66,2.38,NA,140,2.83,49.1,0.18,9.6,19.5,NA,NA,NA,NA,63
"122","A048080339",-0.528916700277655,7.8,2,2003,"winter",3024000,0,36,"M",24,"black",4,2,"9C",27.2,94,43,426,2.37,107,20,10.36,1.92,0.32,3.68,6.9,144,2.66,45.4,0.44,6.4,24,NA,NA,NA,NA,64
"123","A048080582",-0.466988250530602,7.1,5,2003,"spring",10281600,0,120,"F",20.2,"albino",6,1,"21G",28.5,108,38,261,1.97,90,NA,6.73,1.52,0.25,2.35,NA,123,2.91,48.1,0.15,9.6,20.2,152,"summer",6,2003,67
"124","A048081308",-0.522525737584987,7.3,4,2003,"spring",8467200,0,99,"F",18.6,"black",5,2,"18E",34.4,199,25,162,2,88,23,9.59,1.11,0.35,2.92,NA,122,3.25,56.2,NA,NA,18.6,131,"spring",5,2003,65
"125","A048082329",-0.498588992319352,7.9,2,2003,"winter",2419200,0,29,"M",21.6,"light.brown",5,2,"8C",30.4,138,32,92,2.51,111,21,9.18,2.04,0.36,2.83,7.6,148,2.85,47.2,0.48,8.2,21.6,NA,NA,NA,NA,65
"126","A048082363",-0.522525737584987,7.3,3,2003,"spring",6048000,0,71,"F",19.9,"dark.brown",4,2,"14E",33.6,174,27,132,2.42,111,25,5.1,1.79,0.46,2.72,7.5,146,2.49,41.9,0.42,9,19.9,110,"spring",5,2003,72
"127","A048082370",-0.372761754055997,6.8,3,2003,"spring",4838400,0,57,"M",25,"sand",3,1,"12C",29,125,27,82,2.16,104,23,11.24,1.66,0.31,2.41,NA,141,2.43,44.2,0.66,6.8,25,NA,NA,NA,NA,73
"128","A048083047",-0.52013166685422,8.2,4,2003,"spring",6652800,0,78,"M",27.5,"black",4,1,"15D",27.6,93,86,NA,1.94,96,24,9.95,1.52,0.62,2.41,NA,128,3.36,48.9,0.18,9,27.5,116,"spring",5,2003,72
"129","A048083517",-0.563466435802333,7.7,2,2003,"winter",2419200,0,29,"M",21,"albino",5,2,"8A",29.6,170,35,150,2.06,100,NA,4.76,1.91,0.3,3,NA,133,2.96,47.9,0.91,7,21,NA,NA,NA,NA,60
"130","A048083604",-0.485336128971254,7.8,1,2003,"winter",604800,0,8,"M",26,"dark.brown",4,1,"5A",24.7,127,56,96,2.19,105,27,11.92,2.14,0.48,2.39,8.8,140,2.86,43,0.64,11,26,NA,NA,NA,NA,63
"131","A048084065",-0.491538993074091,7,3,2003,"spring",4838400,0,57,"F",19.3,"chocolate",4,1,"12F",31.6,126,22,99,2.25,103,20,12.28,1.44,0.31,2.68,NA,137,2.4,45.1,0.45,7.3,19.3,NA,NA,NA,NA,75
"132","A048084549",-0.551465439828977,7.5,3,2003,"spring",6048000,0,71,"F",18.4,"black",4,2,"14E",35.1,156,30,198,2.32,115,27,8.77,1.67,0.4,2.52,6.4,149,2.28,41.5,0.41,9.5,18.4,110,"spring",5,2003,72
"133","A048084850",-0.454340818771717,8.3,2,2003,"winter",1209600,0,15,"M",26.7,"black",7,1,"6A",25.1,139,22,70,2.18,103,27,11.26,2.87,0.45,2.31,9.2,137,3.91,44.6,1.17,8.3,26.7,NA,NA,NA,NA,63
"134","A048085283",-0.522235822169727,7.5,3,2003,"spring",4838400,0,57,"F",17.2,"silverado",4,3,"12H",31.2,180,24,124,2.17,101,20,11.23,1.28,0.45,2.18,NA,135,2.22,45,0.45,8.8,17.2,NA,NA,NA,NA,75
"135","A048085379",-0.403769552332761,7.5,5,2003,"spring",10281600,0,120,"M",22.3,"chocolate",4,1,"21A",29,92,28,86,2.09,92,NA,11.44,2.03,0.51,2.21,NA,125,3.45,50.6,0.55,7.2,22.3,151,"summer",6,2003,63
"136","A048086093",-0.479041094520088,6.9,4,2003,"spring",8467200,0,99,"F",17.6,"chocolate",3,3,"18F",33.6,160,26,198,2,90,NA,13.17,1.29,0.38,3.2,NA,124,2.97,55.2,0.37,7,17.6,131,"spring",5,2003,65
"137","A048086277",-0.480609582565484,7.5,4,2003,"spring",8467200,0,99,"M",25.9,"silverado",4,1,"18D",28.1,129,37,150,2.15,99,23,11.72,1.98,0.25,2.55,NA,131,3.03,47,0.48,NA,25.9,131,"spring",5,2003,67
"138","A048086793",-0.471291711058939,7.4,4,2003,"spring",8467200,0,99,"F",19.5,"chocolate",4,1,"18G",30.3,194,34,99,2,95,NA,7.35,1.17,0.25,3.36,NA,129,2.21,50.6,0.24,8.2,19.5,131,"spring",5,2003,66
"139","A048086841",-0.522878745280338,8,1,2003,"winter",604800,0,8,"F",21.4,"dark.brown",6,1,"5D",26.5,73,22,112,2.07,103,20,8.7,1.25,0.57,2.31,NA,134,2.55,43.8,0.63,8.1,21.4,NA,NA,NA,NA,64
"140","A048087831",-0.5095732785008,7.5,4,2003,"spring",6652800,0,78,"F",20.8,"black",5,1,"15G",31.8,83,NA,NA,1.82,95,19,3.95,1.01,0.29,NA,NA,126,2.58,50.5,NA,8.5,20.8,117,"spring",5,2003,72
"141","A048088520",-0.417015552815013,7.3,4,2003,"spring",8467200,0,99,"M",26.1,"silverado",3,1,"18C",28.1,111,33,118,1.97,97,17,7.89,2.38,0.3,2.98,NA,129,3.58,52,0.32,9.7,26.1,130,"spring",5,2003,66
"142","A048089538",-0.45719996963636,7,3,2003,"spring",3628800,0,43,"F",20.6,"light.brown",5,3,"10G",36,202,33,250,2.42,114,19,5.17,1.82,0.35,2.45,6.9,149,2.5,54.6,0.42,10.1,20.6,NA,NA,NA,NA,67
"143","A048090850",-0.571596140250238,6.8,2,2003,"winter",1814400,0,22,"F",16,"chocolate",7,1,"7E",28.9,134,25,107,2.01,97,NA,4.35,1.32,0.33,2.6,NA,132,2.33,45.6,0.17,11.5,16,NA,NA,NA,NA,63
"144","A048092264",-0.502149260421593,7.5,1,2003,"winter",604800,0,8,"F",19.3,"black",6,1,"5E",30.6,177,26,79,2.17,100,26,9.99,1.72,0.3,2.14,7.9,133,2.37,47.3,0.56,7.3,19.3,NA,NA,NA,NA,64
"145","A048092534",-0.436521716496434,7.7,5,2003,"spring",9676800,0,113,"M",21.2,"black",6,1,"20A",31.8,112,29,167,2.1,96,17,11.19,1.96,0.32,2.83,NA,130,3.13,54.4,0.14,5.7,21.2,144,"summer",6,2003,67
"146","A048092536",-0.448901208130244,7.9,2,2003,"winter",3024000,0,36,"M",26.4,"albino",4,2,"9B",31.7,92,23,106,2.55,112,21,NA,2.78,0.44,2.4,6.8,149,3.74,50.7,0.59,8.7,26.4,NA,NA,NA,NA,65
"147","A048093042",-0.389166084364532,7,4,2003,"spring",7862400,0,92,"M",22.8,"chocolate",5,2,"17C",30.3,136,39,135,1.97,88,19,8.22,1.45,0.41,2.14,NA,121,3.04,52.1,0.49,6.7,22.8,124,"spring",5,2003,66
"148","A048093342",-0.597178783389159,8.2,5,2003,"spring",9676800,0,113,"F",18.5,"black",6,3,"20D",29.4,89,78,361,1.86,92,NA,9.03,1.79,0.31,2.09,NA,125,3.35,50,0.11,6.5,18.5,145,"summer",6,2003,68
"149","A048093528",-0.369911285071794,7.5,3,2003,"spring",6048000,0,71,"M",30.5,"black",4,3,"14B",31.3,158,31,151,2.48,108,27,12.51,2.41,0.46,2.52,6.5,144,3.26,42.3,0.86,9,30.5,109,"spring",5,2003,71
"150","A048094060",-0.556384004845954,7.3,2,2003,"winter",2419200,0,29,"F",18.3,"dark.brown",4,2,"8F",28.5,102,30,104,2.45,108,20,13.05,1.59,0.41,2.59,7.8,143,2.39,45.9,0.49,5.7,18.3,NA,NA,NA,NA,60
"151","A048094368",-0.400069447374857,7.7,3,2003,"spring",4838400,0,57,"M",27.3,"chocolate",7,3,"12A",28.8,136,73,183,2.12,101,22,12.32,2.12,0.37,1.88,NA,134,3.31,45.9,0.88,9.4,27.3,NA,NA,NA,NA,72
"152","A048094867",-0.393058800733235,8.2,4,2003,"spring",7862400,0,92,"M",31.3,"light.brown",2,1,"17D",28.2,89,24,102,2.11,95,20,6.97,1.98,0.3,2.93,NA,126,3.24,51,0.37,7,31.3,123,"spring",5,2003,64
"153","A048096119",-0.407699845961194,7.5,4,2003,"spring",6652800,0,78,"M",27.1,"chocolate",4,2,"15B",NA,104,37,NA,2.08,101,20,8.31,NA,NA,2.55,NA,135,NA,NA,NA,7.6,27.1,116,"spring",5,2003,72
"154","A048096523",-0.511820323823396,8.3,1,2003,"winter",-518400,0,-5,"F",23.2,"dark.brown",2,1,"3G",27.9,163,19,104,2.02,95,18,9.33,1.54,0.27,2.13,8.7,128,2.58,46.9,0.19,9,23.2,NA,NA,NA,NA,64
"155","A048097274",-0.517126416391246,7.5,2,2003,"winter",2419200,0,29,"M",19.6,"albino",5,2,"8A",34.2,234,47,172,2.49,106,22,7.21,2.79,0.44,2.72,9.1,142,3.73,54.8,1.07,7.1,19.6,NA,NA,NA,NA,60
"156","A048098560",-0.468218859924043,7.8,1,2003,"winter",-518400,0,-5,"F",22.8,"chocolate",3,1,"3F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","A048098608",-0.482950798380386,7.5,2,2003,"winter",1209600,0,15,"F",20.6,"chocolate",7,1,"6D",32.1,170,21,95,2.28,104,23,6.34,1.76,0.41,2.43,7.7,142,2.56,49.6,0.26,8.6,20.6,NA,NA,NA,NA,63
"158","A048098790",-0.466621832925453,7.4,3,2003,"spring",4233600,0,50,"F",19.5,"dark.brown",4,1,"11F",32.9,110,37,334,2,95,NA,9.54,1.66,0.34,2.75,NA,127,3.47,51.8,0.18,7,19.5,NA,NA,NA,NA,66
"159","A048098815",-0.516114516747433,7.6,5,2003,"spring",9072000,0,106,"F",18.9,"black",5,2,"19G",31.6,191,32,185,2.05,102,NA,4.63,1.63,0.26,3.07,NA,133,2.89,49.8,0.2,9,18.9,138,"summer",6,2003,68
"160","A048100854",-0.455242201739707,8.1,2,2003,"winter",2419200,0,29,"M",28.2,"chocolate",5,2,"8C",30.2,139,38,172,2.31,103,20,9.14,2.19,0.46,2.58,NA,138,3.38,50.9,0.65,7.7,28.2,NA,NA,NA,NA,65
"161","A048101022",-0.485336128971254,7.8,3,2003,"spring",5443200,0,64,"F",23.4,"black",4,3,"13G",32.4,118,27,220,2.17,102,20,8.09,1.71,0.33,1.84,NA,137,2.73,45.9,0.28,5.7,23.4,103,"spring",5,2003,74
"162","A048101354",-0.572182928943144,7.1,2,2003,"winter",2419200,0,29,"M",25.8,"black",6,1,"8B",28.7,177,25,83,2.47,105,21,NA,2.19,0.49,2.59,7.7,143,3.23,47.8,0.91,6.9,25.8,NA,NA,NA,NA,61
"163","A048101850",-0.452487870977232,7.3,3,2003,"spring",4233600,0,50,"F",20.7,"black",4,1,"11F",32.7,150,32,154,2.38,109,21,13.41,1.6,0.4,2.32,8.3,144,2.45,50.6,0.63,7.8,20.7,NA,NA,NA,NA,66
"164","A048102058",-0.394271263535564,7.6,2,2003,"winter",1209600,0,15,"M",29,"black",3,1,"6B",28.6,110,35,126,2.29,102,19,6.7,2.17,0.37,2.77,NA,139,3.04,47.9,0.34,6.2,29,NA,NA,NA,NA,64
"165","A048102062",-0.339916646852433,7.2,3,2003,"spring",5443200,0,64,"M",30.1,"black",4,2,"13B",29.5,119,28,105,2.23,115,26,9.79,2.28,0.32,2.5,7.7,147,2.94,43.8,0.8,7.3,30.1,102,"spring",5,2003,73
"166","A048102284",-0.387878682664142,8,3,2003,"spring",5443200,0,64,"M",31.2,"light.brown",5,4,"13C",32.6,181,30,91,2.41,108,28,9.15,NA,0.45,2.1,7.7,144,4.12,51.9,0.61,7.8,31.2,102,"spring",5,2003,73
"167","A048102298",-0.424630381500019,7.2,3,2003,"spring",4233600,0,50,"M",25,"light.brown",4,3,"11A",32.6,146,24,121,2.41,111,19,10.42,1.96,0.4,2.5,7.6,144,2.84,51.5,0.59,5.6,25,NA,NA,NA,NA,66
"168","A048102326",-0.40944466645022,7.6,3,2003,"spring",4838400,0,57,"M",28.6,"dark.brown",3,3,"12D",27.7,85,33,124,2.07,98,20,11.58,2.68,0.48,1.88,NA,134,3.91,46.1,0.71,6.2,28.6,NA,NA,NA,NA,73
"169","A048102344",-0.526275835057995,7.4,1,2003,"winter",604800,0,8,"F",19.8,"dark.brown",6,1,"5D",30.5,91,35,172,1.93,91,18,10.47,1.75,0.56,2,NA,123,3.42,49.8,NA,9.1,19.8,NA,NA,NA,NA,64
"170","A048102636",-0.380528592461499,7.4,3,2003,"spring",5443200,0,64,"M",29.6,"light.brown",4,3,"13A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","A048103552",-0.374237358222853,7.6,5,2003,"spring",9676800,0,113,"M",25,"light.brown",5,1,"20B",28.5,91,NA,NA,1.92,88,NA,9.29,1.73,0.24,2.86,NA,122,2.67,46.4,0.41,6.9,25,144,"summer",6,2003,64
"172","A048104055",-0.531637563430103,7.4,1,2003,"winter",0,0,1,"F",18.9,"dark.brown",4,1,"4G",32.8,134,38,155,2.11,94,22,11.78,1.38,0.43,2.52,NA,128,2.58,50.3,0.13,5,18.9,NA,NA,NA,NA,63
"173","A048105840",-0.458191949380623,6.8,3,2003,"spring",3628800,0,43,"F",18.6,"chocolate",5,1,"10F",31.4,142,33,95,2.44,110,22,NA,1.54,0.44,2.43,6.8,146,2.24,47.6,0.4,7.1,18.6,NA,NA,NA,NA,67
"174","A048106824",-0.551193094988807,7.8,3,2003,"spring",5443200,0,64,"F",22.3,"chocolate",4,1,"13F",32.9,171,19,121,2.41,113,27,10.41,2.12,0.43,NA,7.4,149,2.86,45.5,0.52,10.8,22.3,103,"spring",5,2003,73
"175","A048107106",-0.372975454571053,7.4,3,2003,"spring",5443200,0,64,"M",29.1,"chocolate",4,2,"13B",26.3,50,40,126,2.23,111,22,6.21,2.03,NA,2.47,8.1,143,3.46,44.5,1.03,6.3,29.1,102,"spring",5,2003,73
"176","A048108281",-0.303607418551792,6.5,3,2003,"spring",5443200,0,64,"M",26.4,"chocolate",3,5,"13D",30.9,126,39,163,2.06,100,18,7.29,2.14,0.47,2.35,NA,132,3.76,47.8,0.22,8.8,26.4,102,"spring",5,2003,71
"177","A048108327",-0.435911391909708,7.2,3,2003,"spring",3628800,0,43,"F",20.3,"black",6,2,"10E",32.2,192,32,114,2.44,108,21,12.47,2.32,0.54,2.62,6.6,147,3.36,50.7,0.56,7.6,20.3,NA,NA,NA,NA,67
"178","A048109049",-0.43549501511542,6.5,3,2003,"spring",4233600,0,50,"M",22.1,"dark.brown",4,1,"11C",29.8,143,29,135,2.24,111,18,6.68,1.66,0.41,2.74,7.4,144,2.4,45.6,0.65,8.9,22.1,NA,NA,NA,NA,65
"179","A048109836",-0.459709838509124,7.4,3,2003,"spring",4233600,0,50,"M",23.4,"albino",4,1,"11D",32.4,159,30,234,2.4,110,19,7.37,2.15,0.31,3.01,6.1,148,3.02,51.9,0.5,11.1,23.4,NA,NA,NA,NA,65
"180","A048111053",-0.46763008089834,7.7,2,2003,"winter",3024000,0,36,"M",25,"black",4,2,"9C",30.4,161,29,120,2.4,110,20,7.68,2.11,0.44,2.44,7.3,148,2.98,50.7,0.43,7.1,25,NA,NA,NA,NA,64
"181","A048111353",-0.486033687872833,8,3,2003,"spring",4233600,0,50,"M",27.9,"albino",4,1,"11C",27.7,80,41,267,2.17,101,NA,8.29,2.17,0.29,2.67,NA,136,3.28,47.7,0.36,5.4,27.9,NA,NA,NA,NA,65
"182","A048111516",-0.511989402850212,6.4,4,2003,"spring",8467200,0,99,"F",15.7,"albino",5,2,"18E",29.9,125,24,182,1.91,86,20,12.46,1.26,0.27,2.93,NA,118,2.97,49.6,NA,NA,15.7,131,"spring",5,2003,65
"183","A048111540",-0.566314578215649,8.3,3,2003,"spring",6048000,0,71,"F",21.7,"light.brown",4,2,"14E",NA,NA,24,NA,2.47,111,26,6.48,NA,NA,NA,NA,145,NA,NA,NA,9.8,21.7,110,"spring",5,2003,72
"184","A048111820",-0.454810067740765,7.9,1,2003,"winter",-604800,0,-6,"M",26.1,"chocolate",5,1,"3B",26.7,100,24,72,2.05,97,21,12.27,2.18,0.28,2.22,NA,130,2.88,47.4,0.95,7.8,26.1,NA,NA,NA,NA,62
"185","A048111832",-0.489680221641414,7.7,2,2003,"winter",1209600,0,15,"M",20.2,"chocolate",7,1,"6A",24.8,161,46,108,2.12,103,23,9.95,2.56,0.57,2.68,NA,137,3.84,45.8,NA,8.1,20.2,NA,NA,NA,NA,63
"186","A048111851",-0.438368665727646,7.5,5,2003,"spring",9072000,0,106,"F",23.9,"black",5,2,"19F",33.6,220,40,173,1.98,97,NA,6.8,0.98,0.33,2.97,NA,127,2.94,54.4,NA,7.5,23.9,138,"summer",6,2003,66
"187","A048112845",-0.549439580157625,7.6,5,2003,"spring",9072000,0,106,"F",19.6,"albino",5,2,"19G",26.8,173,26,128,1.85,98,NA,5.01,1.5,0.23,2.19,NA,129,2.58,44.9,0.15,6.8,19.6,138,"summer",6,2003,68
"188","A048113040",-0.493006750656912,6.9,4,2003,"spring",7862400,0,92,"F",20.3,"dark.brown",5,1,"17F",32.1,99,29,266,1.69,85,18,2.84,1.13,0.35,2.92,NA,113,3.09,36.1,NA,7.6,20.3,124,"spring",5,2003,64
"189","A048113527",-0.5095732785008,7.5,3,2003,"spring",5443200,0,64,"F",20.4,"black",4,3,"13G",35.1,175,29,205,2.41,111,26,10.34,1.62,0.31,2.24,6.7,148,2.24,49.4,0.54,7.1,20.4,103,"spring",5,2003,74
"190","A048114022",-0.458191949380623,6.8,3,2003,"spring",6048000,0,71,"F",20.2,"chocolate",4,2,"14E",35.3,224,31,207,2.51,111,26,6.56,2.2,0.55,3.18,8.8,144,3.06,42.7,0.4,10.2,20.2,110,"spring",5,2003,72
"191","A048114639",-0.450183916067668,7.3,5,2003,"spring",9676800,0,113,"F",20.9,"albino",6,3,"20D",29.7,120,52,118,2.23,92,17,NA,1.64,0.52,2.42,NA,129,3.19,52.9,0.6,7.4,20.9,145,"summer",6,2003,68
"192","A048114787",-0.469371113205107,7.6,4,2003,"spring",7862400,0,92,"F",21.9,"black",3,4,"17G",31.7,75,NA,323,1.79,82,NA,4.55,0.92,0.46,3.07,NA,112,3.71,NA,NA,5.3,21.9,123,"spring",5,2003,70
"193","A048114796",-0.497269495803507,7.5,3,2003,"spring",4233600,0,50,"F",19.2,"light.brown",6,1,"11E",32.6,207,42,210,2.51,113,23,NA,1.95,0.46,2.25,6.9,147,2.84,49.6,0.52,9.5,19.2,NA,NA,NA,NA,66
"194","A048114828",-0.460087915420882,7.5,1,2003,"winter",-604800,0,-6,"M",25,"black",4,1,"3C",24.7,105,23,81,2.22,107,23,11.46,1.48,0.32,2.3,8.7,142,2.15,46.2,0.58,9.5,25,NA,NA,NA,NA,60
"195","A048114848",-0.437836230930322,7.8,2,2003,"winter",1209600,0,15,"M",27.2,"chocolate",3,1,"6B",28.8,179,31,83,2.44,106,23,13.46,2.52,0.55,2.25,6.3,145,3.46,50.2,0.77,7.7,27.2,NA,NA,NA,NA,64
"196","A048115324",-0.47596467751972,7.5,3,2003,"spring",3628800,0,43,"F",21.1,"light.brown",5,3,"10G",34.6,181,30,187,2.46,114,20,6.63,1.91,0.42,1.93,6.8,149,2.68,52.5,0.41,8.4,21.1,NA,NA,NA,NA,67
"197","A048115577",-0.417466044248332,6.2,4,2003,"spring",6652800,0,78,"F",20.1,"black",5,1,"15G",NA,78,58,425,NA,89,NA,6.53,0.72,NA,2.82,NA,123,1.44,NA,0.2,5.8,20.1,117,"spring",5,2003,72
"198","A048115586",-0.451750745465355,7.8,1,2003,"winter",0,0,1,"M",25.6,"chocolate",6,1,"4A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","A048115835",-0.422589839851482,6.3,3,2003,"spring",4838400,0,57,"F",18.4,"light.brown",4,3,"12H",29.7,165,19,96,2.04,94,19,10.21,1.86,0.41,1.93,NA,129,2.81,44,0.39,7.6,18.4,NA,NA,NA,NA,75
"200","A048115873",-0.400069447374857,7.7,3,2003,"spring",3628800,0,43,"M",31.2,"dark.brown",4,1,"10D",28.7,135,28,122,2.2,106,17,5.92,2.42,0.38,NA,NA,140,3.51,48.5,0.63,10.1,31.2,NA,NA,NA,NA,66
"201","A048117617",-0.464886798302651,7,3,2003,"spring",4233600,0,50,"F",18.9,"chocolate",6,1,"11E",32.5,204,35,131,2.51,111,22,NA,1.69,0.48,2.64,7,148,2.55,49.7,0.63,6.6,18.9,NA,NA,NA,NA,66
"202","A048117780",-0.49429642761928,7,3,2003,"spring",4233600,0,50,"F",15.7,"chocolate",5,2,"11G",35.4,187,37,225,2.53,109,21,13.89,1.71,0.49,2.56,5.1,148,2.53,51.3,0.48,10.1,15.7,NA,NA,NA,NA,67
"203","A048117807",-0.55661985151718,7.4,2,2003,"winter",2419200,0,29,"F",20.5,"dark.brown",4,2,"8F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","A048117876",-0.393176218875974,6.8,5,2003,"spring",9676800,0,113,"F",21.6,"albino",6,3,"20D",25.8,123,27,78,2.03,94,17,11.11,1.79,0.4,1.82,NA,125,2.87,47.8,0.59,5.9,21.6,145,"summer",6,2003,68
"205","A048118000",-0.339241687869906,6.9,5,2003,"spring",9676800,0,113,"M",23.7,"black",6,1,"20A",31.9,124,27,116,2.21,104,19,8,1.3,0.49,2.93,NA,138,2.3,51.5,0.27,9.3,23.7,144,"summer",6,2003,67
"206","A048118372",-0.448428828099434,7.4,4,2003,"spring",7862400,0,92,"F",22.2,"black",4,2,"17E",33.7,136,35,237,1.89,88,NA,3.67,1.16,0.31,2.29,NA,118,3.3,54.3,NA,6.7,22.2,123,"spring",5,2003,65
"207","A048118531",-0.474559037955062,7.8,2,2003,"winter",3024000,0,36,"M",25.2,"black",4,2,"9C",29.4,111,40,164,2.47,114,20,9.09,2.11,0.72,2.61,6.1,150,3.31,49.5,0.83,10.9,25.2,NA,NA,NA,NA,64
